Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,price_per_sqft,total_bathrooms,age_at_sale,quality_x_area,SalePrice_log,age_group
628,535126010,60,100.0,0.35682376434997404,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,896.0,GasA,TA,Y,SBrkr,1182,960,0,1.286669748708121,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,509.0,TA,TA,Y,0,72,0,0,252,0,0,6,2009,WD ,Normal,193500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,150388.24080093857,2.5,41,7.720018492248725,12.173037959397275,Old
1697,528110070,20,110.0,0.5091372155080105,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1935.0,1935.0,GasA,Gd,Y,SBrkr,1973,0,0,0.951692598187946,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,895.0,TA,TA,Y,315,45,0,0,0,0,0,7,2007,New,Partial,339500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,356732.8364709562,2.0,1,7.613540785503568,12.73523217148465,New
2102,906380010,20,103.0,0.1300928929279376,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1316.0,1316.0,GasA,Ex,Y,SBrkr,1316,0,0,-0.35055585087569185,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,440.0,TA,TA,Y,0,20,0,0,0,0,0,10,2007,New,Partial,200141,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-570924.7171315094,2.0,0,-2.453890956129843,12.206782393599413,
2200,909251040,50,51.0,-0.41083106004277287,Pave,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,113.0,Unf,0.0,538.0,651.0,GasA,Gd,Y,SBrkr,759,539,0,-0.3862338905760655,0.0,0.0,2,0,2,1,TA,8,Typ,1,Gd,Detchd,1994.0,Unf,240.0,TA,TA,P,216,0,168,0,0,0,0,8,2007,WD ,Normal,146500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-379303.8456089292,2.0,86,-2.3174033434563928,11.89478753335453,Old
404,527451110,160,24.0,-0.9640543863125417,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765.0,Unf,0.0,0.0,765.0,GasA,TA,Y,SBrkr,765,600,0,-0.25343229835800807,0.0,0.0,1,1,3,1,TA,7,Min1,0,,Attchd,1970.0,Unf,440.0,TA,TA,Y,0,36,0,0,0,0,0,5,2009,WD ,Normal,125000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-493228.372270926,1.5,39,-1.2671614917900405,11.736077016252437,Old
1155,532378200,20,65.0,-0.41741557302105664,Pave,IR1,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,0.0,80.0,912.0,GasA,Gd,Y,SBrkr,912,0,0,-1.1513296308174115,1.0,1.0,1,0,3,1,Gd,5,Typ,0,,Detchd,1962.0,Unf,288.0,TA,TA,Y,168,0,0,0,0,0,0,5,2008,WD ,Normal,142000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-123335.66009170112,1.0,47,-6.907977784904469,11.863589378812122,Old
2256,916226090,120,46.0,-0.754592331946759,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,6,1987,1987,Gable,CompShg,VinylSd,VinylSd,BrkFace,352.0,Gd,TA,BrkTil,Gd,TA,Av,GLQ,949.0,Unf,0.0,552.0,1501.0,GasA,Ex,Y,SBrkr,1501,0,0,0.01613511271148169,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1987.0,Fin,512.0,TA,TA,Y,240,0,0,0,0,0,0,10,2007,WD ,Normal,244000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,15122299.073025405,2.0,20,0.11294578898037183,12.404927602627597,Recent
1683,527455030,120,24.0,-0.9720054963240542,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,632.0,Unf,6.0,423.0,1061.0,GasA,TA,Y,SBrkr,1055,0,0,-0.8678874265311096,0.0,0.0,2,0,2,1,TA,4,Typ,0,,Attchd,1978.0,Unf,319.0,TA,TA,Y,108,32,0,0,0,0,0,4,2007,WD ,Normal,142500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-164191.80142932056,2.0,29,-6.075211985717767,11.86710429621008,Recent
2057,905104170,20,68.0,-0.14285380543601528,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,948.0,948.0,GasA,TA,Y,SBrkr,948,0,0,-1.0799735514166642,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1968.0,Unf,300.0,TA,TA,Y,147,0,0,0,0,0,0,5,2007,WD ,Family,108000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-100002.44900287615,1.0,39,-5.399867757083321,11.58989576532275,Old
2781,907196020,20,118.0,0.4442859744766116,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1541.0,1541.0,GasA,Ex,Y,SBrkr,1541,0,0,0.09541964537897867,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,843.0,TA,TA,Y,468,81,0,0,0,0,0,1,2006,WD ,Normal,205000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2148404.5469441907,2.0,5,0.6679375176528507,12.230770136157428,New
453,528174060,120,34.0,-0.5897310353018044,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,900.0,Unf,0.0,406.0,1306.0,GasA,Ex,Y,SBrkr,1306,0,0,-0.3703769840425661,1.0,0.0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,2005.0,RFn,624.0,TA,TA,Y,170,63,0,0,0,0,0,8,2009,WD ,Normal,196000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-529190.5502893626,2.0,4,-2.2222619042553964,12.185875040240456,New
2302,923275200,20,76.0,-0.22534657180545759,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546.0,Unf,0.0,270.0,816.0,GasA,TA,Y,SBrkr,816,0,0,-1.3416125092194042,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1982.0,Unf,264.0,TA,TA,Y,168,0,0,0,0,0,0,6,2007,WD ,Normal,124500,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-92798.77695269727,1.0,25,-6.708062546097021,11.732069026983156,Recent
1328,903201030,30,55.0,-0.3748025928031068,Pave,IR1,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,406.0,BLQ,273.0,329.0,1008.0,GasA,TA,Y,SBrkr,1143,0,0,-0.6934614546626163,0.0,0.0,1,0,2,1,TA,5,Typ,1,Po,Detchd,1992.0,Unf,288.0,TA,TA,Y,265,0,0,0,0,0,0,7,2008,WD ,Normal,138000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-199001.68794117033,1.0,80,-3.4673072733130814,11.835016210489899,Old
2050,905100080,85,75.0,0.1375470585637306,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,5,1964,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,30.0,TA,TA,CBlock,Gd,TA,Av,BLQ,785.0,Unf,0.0,635.0,1420.0,GasA,Gd,Y,SBrkr,1452,0,0,-0.08098843980620211,1.0,0.0,1,0,2,1,TA,6,Min2,1,TA,Detchd,1964.0,Unf,572.0,TA,TA,Y,92,0,88,0,0,0,0,11,2007,WD ,Normal,158450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-1956452.0612961093,1.0,43,-0.4049421990310106,11.973200676238312,Old
881,907412020,60,65.0,-0.1012347139695045,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,0.46607483559952706,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,572.0,TA,TA,Y,187,56,0,0,0,0,0,4,2009,WD ,Normal,190000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,407659.8552153044,2.5,5,3.2625238491966893,12.154784614286667,New
2852,909250200,70,69.0,-0.6496128325760079,Pave,Reg,HLS,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,BLQ,305.0,Unf,0.0,450.0,755.0,GasA,Ex,Y,SBrkr,755,755,0,0.03397413256166851,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,216.0,TA,TA,Y,0,0,164,0,0,0,0,6,2006,WD ,Normal,149000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4385689.604570215,1.0,86,0.20384479537001104,11.91170829631447,Old
624,535104120,20,92.0,0.055302764382148054,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,TA,TA,CBlock,TA,TA,No,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,Ex,Y,SBrkr,1453,0,0,-0.0790063264895147,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,530.0,TA,TA,Y,0,49,0,0,288,0,0,4,2009,WD ,Normal,187500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-2373227.6683549387,2.0,48,-0.47403795893708817,12.141539457711714,Old
2394,528142060,60,82.0,0.06760213768120646,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1054.0,1054.0,GasA,Gd,Y,SBrkr,1054,1335,0,1.7762517379299148,0.0,0.0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,672.0,TA,TA,Y,176,64,0,0,0,0,0,11,2006,New,Partial,298236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,167901.87653669587,2.5,0,14.210013903439318,12.605643751415895,
2710,905103140,80,96.0,0.20488302147372714,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,ALQ,551.0,285.0,1164.0,GasA,Ex,Y,SBrkr,1320,0,0,-0.3426273976089422,1.0,0.0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,1966.0,RFn,564.0,TA,TA,Y,160,68,240,0,0,0,0,5,2006,WD ,Abnorml,164500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-480113.3859930025,1.0,40,-1.713136988044711,12.010671928196443,Old
1788,528439040,20,74.0,-0.15912873374082995,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,Av,GLQ,769.0,Unf,0.0,769.0,1538.0,GasA,Ex,Y,SBrkr,1538,0,0,0.08947330542891639,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,484.0,TA,TA,Y,146,40,0,0,0,0,0,12,2007,WD ,Normal,260000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2905894.654876269,2.0,2,0.7157864434313311,12.468440756144114,New
263,907203070,20,68.0,-0.32895947414298,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,480.0,Unf,0.0,396.0,876.0,GasA,TA,Y,SBrkr,876,0,0,-1.2226857102181587,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1977.0,Unf,484.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD ,Normal,127000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-103869.70170555107,1.0,38,-6.113428551090793,11.751950239425476,Old
1635,527184110,120,35.0,-0.6224051280053635,Pave,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,926.0,Unf,0.0,386.0,1312.0,GasA,Gd,Y,SBrkr,1321,0,0,-0.3406452842922547,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1990.0,RFn,484.0,TA,TA,Y,0,64,140,0,0,0,0,8,2007,WD ,Normal,212000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-622348.260127728,1.0,17,-2.7251622743380377,12.264346270624157,Recent
1439,907187030,60,57.0,-0.14956255450822897,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,Y,SBrkr,880,844,0,0.4581463823327774,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,1998.0,Fin,527.0,TA,TA,Y,120,155,0,0,0,0,0,7,2008,WD ,Normal,188000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,410349.19678454445,2.5,10,3.207024676329442,12.144202560946876,New
2199,909251030,30,54.0,-0.3608881502829599,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,319.0,Unf,0.0,971.0,1290.0,GasA,TA,Y,SBrkr,1422,0,0,-0.14045183930682484,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1973.0,Unf,352.0,TA,TA,Y,0,0,64,0,0,0,0,4,2007,WD ,Normal,136500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-971863.3851551646,1.0,81,-0.7022591965341242,11.824087219587643,Old
1970,535476360,60,80.0,-0.045701179982846805,Pave,Reg,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,TA,TA,CBlock,TA,TA,Gd,BLQ,536.0,Rec,117.0,169.0,822.0,GasA,Gd,Y,SBrkr,1020,831,0,0.7098747735520803,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Fa,Attchd,1964.0,RFn,440.0,TA,TA,Y,239,42,0,0,0,0,0,7,2007,WD ,Normal,187000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,263426.743655486,2.5,43,4.259248641312482,12.138869243416009,Old
2521,533253090,120,40.0,-0.776954828854138,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,807.0,Unf,0.0,419.0,1226.0,GasA,TA,Y,SBrkr,1226,0,0,-0.5289460493775601,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Fa,Attchd,1980.0,Fin,484.0,TA,TA,Y,133,78,0,0,0,0,0,7,2006,WD ,Normal,190000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-359204.8758537538,1.0,26,-4.2315683950204805,12.154784614286667,Recent
1803,528480180,20,84.0,0.03877936388947362,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,Ex,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1574.0,1574.0,GasA,Ex,Y,SBrkr,1584,0,0,0.18065051799653792,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007.0,Fin,594.0,TA,TA,Y,0,256,0,0,0,0,0,5,2007,New,Partial,261329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1446599.7822658236,2.0,0,1.4452041439723033,12.473539255481047,
641,535301170,20,74.0,-0.19826310332874308,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213.0,Unf,0.0,84.0,1297.0,GasA,Gd,Y,SBrkr,1297,0,0,-0.3882160038927529,0.0,1.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954.0,Fin,498.0,TA,TA,Y,0,0,0,0,0,0,0,10,2009,WD ,Normal,153000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-394110.49123638705,1.0,55,-1.9410800194637645,11.938199736300925,Old
2386,528116030,20,98.0,0.733631837239309,Pave,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261.0,Unf,0.0,572.0,1833.0,GasA,Ex,Y,SBrkr,1850,0,0,0.7078926602353929,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,772.0,TA,TA,Y,519,112,0,0,0,0,0,3,2006,WD ,Normal,326000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,460521.7970357207,2.0,2,6.371033942118536,12.694655727828803,New
2599,535377070,30,60.0,0.09766727241223815,Pave,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,715.0,715.0,GasA,Fa,N,FuseP,715,0,0,-1.541805954204834,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1967.0,Unf,660.0,Fa,TA,N,0,0,75,0,112,0,0,8,2006,WD ,Normal,68000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-44104.123359070894,1.0,77,-4.625417862614501,11.127277689932466,Old
2767,906475200,20,62.0,7.532824785833943,Pave,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,Unf,0.0,878.0,1533.0,GasA,TA,Y,SBrkr,1533,0,0,0.07956273884547928,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,576.0,TA,TA,Y,200,54,0,0,0,0,0,12,2006,WD ,Normal,280000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3519235.311190013,2.0,31,0.556939171918355,12.54254845357358,Old
1960,535451040,20,60.0,-0.3637455804433472,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534.0,Rec,96.0,246.0,876.0,GasA,TA,Y,SBrkr,988,0,0,-1.000689018749167,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1950.0,Unf,276.0,TA,TA,Y,0,80,0,0,0,0,0,5,2007,WD ,Normal,119000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-118918.06322482346,1.0,57,-5.003445093745835,11.686887175419702,Old
489,528290180,60,42.0,-0.2105624766278015,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,683.0,Unf,0.0,111.0,794.0,GasA,Ex,Y,SBrkr,819,695,0,0.04190258582841821,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,394.0,TA,TA,Y,0,72,0,0,0,0,0,6,2009,WD ,Normal,190000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4534326.3725539,2.5,9,0.25141551497050924,12.154784614286667,New
1844,533213140,160,34.0,-0.8569628733449826,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419.0,Unf,0.0,310.0,729.0,GasA,Gd,Y,SBrkr,729,729,0,-0.06909575990607757,0.0,0.0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999.0,Unf,440.0,TA,TA,Y,0,32,0,0,0,0,0,6,2007,WD ,Normal,176000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-2547189.5849939017,2.5,8,-0.4145745594364654,12.07824495582233,New
